Scenario - GoNoGo_Modifiziert
Logfile written - 04/24/2018 09:06:05

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

89	0	Text Input	89	28322	28322	0
89	0	Text Input	1	41320	41320	0
89	1	Response	2	755900	714424	0
89	2	Response	2	786540	30532	0
89	4	Response	2	840899	29058	0
89	5	Response	2	917259	76250	0
89	7	Response	2	968259	25749	0
89	8	Response	2	998258	29915	0
89	10	Response	2	1046178	22667	0
89	11	Response	2	1073097	26753	0
89	13	Response	2	1114177	15832	0
89	14	Response	2	1266095	151750	0
89	15	Response	1	1302014	35835	0
89	15	Response	2	1359495	93315	0
89	17	Response	2	1448013	18332	0
89	18	Response	2	1505613	57431	0
89	19	Response	1	1563812	58130	0
89	20	Response	2	1597572	21722	0
89	26	Response	1	1658651	8801	0
89	32	Response	1	1727571	20053	0
89	48	Response	1	1909809	6789	0
89	56	Response	1	1995488	13800	0
89	61	Response	2	2463564	422228	0
89	63	Response	1	2540282	6423	0
89	63	Response	2	2590962	57103	0
89	64	Response	2	2614681	23675	0
89	65	Response	2	2675401	60718	0
89	66	Response	2	2778000	93317	0
89	70	Response	1	2820600	12737	0
89	76	Response	1	2879959	929	0
89	84	Response	1	2965118	1087	0
89	91	Response	1	3037317	6119	0
89	95	Response	1	3086957	7591	0
89	103	Response	2	3169516	983	0
89	106	Response	2	3211276	12909	0
89	107	Response	2	3387754	171720	0
89	108	Response	2	3418594	30725	0
89	109	Response	1	3484353	65651	0
89	110	Response	2	3506313	17443	0
89	111	Response	2	3535953	29582	0
89	112	Response	2	3582152	46115	0
89	113	Response	2	3628552	22347	0
89	117	Response	1	3659871	666	0
89	121	Response	2	3712751	2878	0
89	125	Response	2	3751710	1171	0
89	129	Response	1	3800070	1363	0
89	133	Response	2	3843629	1755	0
89	137	Response	2	3888109	8068	0
89	141	Response	1	3923668	460	0
89	145	Response	1	3974108	12733	0
89	149	Response	1	4008988	6612	0
89	153	Response	2	4053467	424	0
89	157	Response	1	4099627	917	0
89	161	Response	2	4152506	629	0
89	162	Response	2	4190506	28462	0
89	164	Response	2	4270825	10114	0
89	165	Response	2	4306585	35738	0
89	166	Response	2	4369825	63112	0
89	167	Response	2	4435984	59104	0
89	171	Response	1	4469543	7996	0
89	175	Response	1	4512303	2588	0
89	179	Response	2	4554982	2101	0
89	183	Response	1	4605861	2313	0
89	187	Response	2	4654421	205	0
89	191	Response	1	4700941	1058	0
89	195	Response	2	4755820	270	0
89	199	Response	2	4789700	982	0
89	203	Response	1	4836940	56	0
89	207	Response	2	4877419	2367	0
89	211	Response	1	4909259	1040	0
89	215	Response	2	4955818	1932	0
89	216	Response	2	4985778	16559	0
89	217	Response	2	5037898	52011	0
89	218	Response	2	5121897	65843	0
89	219	Response	2	5183056	61002	0
89	220	Response	2	5234935	51714	0
89	221	Response	2	5360015	106626	0
89	225	Response	2	5389814	6757	0
89	229	Response	2	5435413	1689	0
89	233	Response	1	5481253	1862	0
89	237	Response	2	5534612	2054	0
89	241	Response	1	5584731	1506	0
89	245	Response	2	5637011	618	0
89	249	Response	1	5670251	691	0
89	253	Response	1	5708371	643	0
89	261	Response	1	5790770	4208	0
89	265	Response	2	5833449	1221	0
89	269	Response	1	5884729	1833	0
89	270	Response	2	5920368	27306	0
89	271	Response	2	5974328	53932	0
89	272	Response	2	6107367	116803	0
89	273	Response	2	6174726	67328	0
89	275	Response	2	6270405	25339	0
89	279	Response	1	6303205	2138	0
89	283	Response	1	6360084	5850	0
89	287	Response	2	6397804	2903	0
89	290	Response	2	6428043	5141	0
89	295	Response	1	6473763	2528	0
89	298	Response	1	6509003	4767	0
89	303	Response	2	6557763	5193	0
89	307	Response	2	6602522	4285	0
89	311	Response	1	6650321	1251	0
89	314	Response	1	6686841	4770	0
89	318	Response	2	6737840	5102	0
89	323	Response	2	6779000	428	0
89	324	Response	2	6830576	26504	0
