Scenario - GoNoGo_Modifiziert
Logfile written - 03/15/2018 10:35:19

Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

271	Response	2	3948645	39114	0
271	Response	2	3965946	56415	0
272	Response	2	3981100	1509	0
273	Response	2	3998320	17079	0
274	Response	2	4058123	59643	0
275	Response	2	4089564	21026	0
277	Response	1	4101473	1756	0
281	Response	1	4139108	4544	0
285	Response	1	4170864	6407	0
289	Response	1	4213426	4403	0
293	Response	1	4257820	3863	0
297	Response	1	4290215	9299	0
301	Response	1	4322932	4786	0
305	Response	1	4362799	4305	0
309	Response	1	4406793	5933	0
312	Response	1	4439268	7047	0
317	Response	1	4491049	5826	0
320	Response	1	4528847	12446	0
321	Response	1	4534628	3188	0
