Participant_ID,Data_Type,Start_Date,Study_Day_1,Study_Day_2
687,dates,
687,count,
687,incoming_calls,
687,outgoing_calls,
687,missed_calls,
687,total_duration_seconds,
688,dates,2019-04-03,2019-04-03,2019-04-04
688,count,2019-04-03,0,3
688,incoming_calls,2019-04-03,0,0
688,outgoing_calls,2019-04-03,0,3
688,missed_calls,2019-04-03,0,0
688,total_duration_seconds,2019-04-03,0,12.0000
