Scenario - GoNoGo_Modifiziert
Logfile written - 06/29/2018 09:38:22

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

476	0	Text Input	476	31209	31209	0
476	0	Text Input	1	39198	39198	0
476	1	Response	2	807324	767824	0
476	2	Response	2	839723	32212	0
476	4	Response	2	899884	34872	0
476	5	Response	2	920763	20751	0
476	6	Response	2	941403	20558	0
476	7	Response	2	949083	3070	0
476	8	Response	2	966923	17743	0
476	9	Response	2	987883	20870	0
476	10	Response	2	995323	3143	0
476	11	Response	2	1016763	21249	0
476	13	Response	2	1041962	115	1
476	14	Response	2	1118282	76101	0
476	15	Response	2	1186682	68333	0
476	17	Response	2	1259881	2864	0
476	18	Response	2	1284841	24824	0
476	20	Response	2	1366361	11175	0
476	22	Response	1	1388121	6769	0
476	30	Response	1	1473720	7533	0
476	34	Response	1	1516520	5999	0
476	38	Response	1	1558760	7905	0
476	50	Response	1	1692279	8089	0
476	55	Response	1	1733318	2461	0
476	59	Response	1	1781878	520	0
476	61	Response	2	1956517	157159	0
476	62	Response	2	2018037	61343	0
476	63	Response	2	2062356	35495	0
476	64	Response	2	2141876	79347	0
476	66	Response	2	2224355	12158	0
476	68	Response	1	2240275	7244	0
476	72	Response	1	2288995	5976	0
476	76	Response	1	2329075	7889	0
476	80	Response	1	2377394	8361	0
476	84	Response	1	2424514	8980	0
476	97	Response	1	2561073	2038	0
476	100	Response	1	2599793	5424	0
476	107	Response	2	2721712	70009	0
476	108	Response	2	2742512	20641	0
476	109	Response	2	2806672	64133	0
476	110	Response	2	2906751	94045	0
476	111	Response	2	2960111	53237	0
476	113	Response	2	3046270	15895	0
476	115	Response	1	3065870	4327	1
476	119	Response	1	3117230	8186	0
476	127	Response	1	3218029	6984	0
476	135	Response	1	3294509	3629	0
476	139	Response	1	3338109	5562	0
476	147	Response	1	3412988	5940	0
476	151	Response	1	3442268	6220	0
476	155	Response	1	3484428	6545	0
476	162	Response	2	3570107	24597	0
476	164	Response	2	3643464	3080	4
476	165	Response	2	3728026	84475	0
476	167	Response	2	3819466	21246	0
476	173	Response	1	3879545	4157	0
476	177	Response	1	3915065	7343	0
476	181	Response	1	3950585	7362	0
476	189	Response	1	4034264	7208	0
476	193	Response	1	4083064	8174	0
476	197	Response	1	4124744	5852	0
476	209	Response	1	4263943	9716	0
476	216	Response	2	4353862	21301	0
476	217	Response	2	4420262	66367	0
476	218	Response	2	4463222	39159	0
476	219	Response	2	4509221	45825	0
476	221	Response	2	4581541	1976	0
476	223	Response	1	4597141	5242	0
476	227	Response	1	4650581	7848	0
476	235	Response	1	4718260	6360	0
476	239	Response	1	4752340	5939	0
476	243	Response	1	4801380	8479	0
476	251	Response	1	4886259	6190	0
476	255	Response	1	4920499	6096	0
476	263	Response	1	5020898	6660	1
476	270	Response	2	5102258	15186	0
476	271	Response	2	5159617	57212	0
476	272	Response	2	5183617	11044	0
476	273	Response	2	5227937	44197	0
476	274	Response	2	5293056	64982	0
476	275	Response	2	5314017	15775	0
476	277	Response	1	5330176	8434	0
476	285	Response	1	5424336	7926	0
476	297	Response	1	5564735	5989	0
476	301	Response	1	5595375	7462	0
476	305	Response	1	5643054	4641	0
476	309	Response	1	5685294	9214	0
476	317	Response	1	5759214	4965	0
476	321	Response	1	5808573	8824	0
476	324	Response	2	5858459	34043	0
