Scenario - GoNoGo_Modifiziert
Logfile written - 06/26/2018 08:25:00

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

466	0	Text Input	466	16841	16841	0
466	0	Text Input	1	21566	21566	0
466	1	Response	2	32826	10993	0
466	2	Response	2	113619	80619	0
466	4	Response	2	162741	24073	0
466	5	Response	2	185059	22224	0
466	7	Response	2	215620	5283	0
466	8	Response	2	236500	20860	0
466	9	Response	2	260740	24070	0
466	10	Response	2	286420	24583	0
466	11	Response	2	306979	20475	0
466	13	Response	2	341620	9282	0
466	14	Response	2	502579	160908	0
466	15	Response	2	589377	86703	0
466	16	Response	2	653537	64029	0
466	17	Response	2	694498	34822	0
466	18	Response	2	726176	31499	0
466	19	Response	2	782176	55832	0
466	20	Response	2	798815	2304	0
466	23	Response	1	823935	1590	0
466	30	Response	1	907536	8190	0
466	38	Response	1	989295	7947	0
466	50	Response	1	1112894	7878	0
466	61	Response	2	1276814	54463	0
466	62	Response	2	1332573	55721	0
466	63	Response	2	1355293	8274	0
466	64	Response	2	1365213	9860	0
466	65	Response	2	1391373	26020	0
466	65	Response	2	1405852	40499	0
466	66	Response	2	1437452	1931	0
466	68	Response	1	1459611	7923	0
466	72	Response	1	1511292	9437	0
466	76	Response	1	1553531	8509	0
466	84	Response	1	1635931	6907	0
466	88	Response	1	1679211	6520	0
466	96	Response	1	1772090	9064	0
466	100	Response	1	1809611	7770	0
466	107	Response	2	1912730	30702	0
466	108	Response	2	1977529	64667	0
466	109	Response	2	2030969	53273	0
466	109	Response	2	2044009	66313	0
466	110	Response	2	2078091	30227	0
466	111	Response	2	2105609	27412	0
466	112	Response	2	2156889	51191	0
466	113	Response	2	2185529	9663	0
466	115	Response	1	2200327	6961	0
466	120	Response	1	2245447	4414	0
466	127	Response	1	2320168	7800	0
466	135	Response	1	2409446	5577	0
466	144	Response	1	2520085	1715	0
466	148	Response	1	2563045	1507	0
466	155	Response	1	2639604	6899	0
466	162	Response	2	2722244	16557	0
466	163	Response	2	2778965	56592	0
466	164	Response	2	2800404	7862	0
466	165	Response	2	2807363	6822	0
466	166	Response	2	2856484	48943	0
466	167	Response	2	2898963	21254	0
466	173	Response	1	2973921	6544	0
466	177	Response	1	3012801	5757	0
466	181	Response	1	3045762	7384	0
466	185	Response	1	3089840	8462	0
466	197	Response	1	3228400	6686	0
466	205	Response	1	3326722	9506	0
466	213	Response	1	3394959	9410	0
466	216	Response	2	3446079	30696	0
466	217	Response	2	3502480	56262	0
466	218	Response	2	3533279	16893	0
466	219	Response	2	3558719	25333	0
466	220	Response	2	3590718	31832	0
466	220	Response	2	3616959	58073	0
466	221	Response	2	3650078	21025	0
466	227	Response	1	3714958	6403	0
466	231	Response	1	3758718	5662	0
466	239	Response	1	3848077	5520	0
466	243	Response	1	3895356	6466	0
466	259	Response	1	4066795	6235	0
466	267	Response	1	4143676	5448	0
466	270	Response	2	4200874	41813	0
466	271	Response	2	4253117	52221	0
466	272	Response	2	4289274	18211	0
466	273	Response	2	4307034	17637	0
466	274	Response	2	4324393	17330	0
466	274	Response	2	4341994	34931	0
466	274	Response	2	4353354	46291	0
466	274	Response	2	4376234	69170	0
466	275	Response	2	4397514	20282	0
466	285	Response	1	4493993	7426	0
466	289	Response	1	4534232	4665	0
466	297	Response	1	4614953	9385	0
466	301	Response	1	4654392	6323	0
466	305	Response	1	4706631	6562	0
466	317	Response	1	4833751	7679	0
466	324	Response	2	4938470	25731	0
